CODE,DESCRIPTION,LAST_UPDATED
T384,Poisoning: Oral contraceptives,2025-09-10
T385,Poisoning: Other estrogens and progestogens,2025-09-10
T386,"Poisoning: Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",2025-09-10
T387,Poisoning: Androgens and anabolic congeners,2025-09-10
T388,Poisoning: Other and unspecified hormones and their synthetic substitutes,2025-09-10
T389,Poisoning: Other and unspecified hormone antagonists,2025-09-10
T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics",2025-09-10
T390,Poisoning: Salicylates,2025-09-10
T391,Poisoning: 4-Aminophenol derivatives,2025-09-10
T392,Poisoning: Pyrazolone derivatives,2025-09-10
T393,Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID],2025-09-10
T394,"Poisoning: Antirheumatics, not elsewhere classified",2025-09-10
T398,"Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified",2025-09-10
T399,"Poisoning: Nonopioid analgesic, antipyretic and antirheumatic, unspecified",2025-09-10
T40,Poisoning by narcotics and psychodysleptics [hallucinogens],2025-09-10
T400,Poisoning: Opium,2025-09-10
T401,Poisoning: Heroin,2025-09-10
T402,Poisoning: Other opioids,2025-09-10
T403,Poisoning: Methadone,2025-09-10
T404,Poisoning: Other synthetic narcotics,2025-09-10
T405,Poisoning: Cocaine,2025-09-10
T406,Poisoning: Other and unspecified narcotics,2025-09-10
T407,Poisoning: Cannabis (derivatives),2025-09-10
T408,Poisoning: Lysergide [LSD],2025-09-10
T409,Poisoning: Other and unspecified psychodysleptics [hallucinogens],2025-09-10
T41,Poisoning by anaesthetics and therapeutic gases,2025-09-10
T410,Poisoning: Inhaled anaesthetics,2025-09-10
T411,Poisoning: Intravenous anaesthetics,2025-09-10
T412,Poisoning: Other and unspecified general anaesthetics,2025-09-10
T413,Poisoning: Local anaesthetics,2025-09-10
T414,"Poisoning: Anaesthetic, unspecified",2025-09-10
T415,Poisoning: Therapeutic gases,2025-09-10
T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs",2025-09-10
T420,Poisoning: Hydantoin derivatives,2025-09-10
T421,Poisoning: Iminostilbenes,2025-09-10
T422,Poisoning: Succinimides and oxazolidinediones,2025-09-10
T423,Poisoning: Barbiturates,2025-09-10
T424,Poisoning: Benzodiazepines,2025-09-10
T425,"Poisoning: Mixed antiepileptics, not elsewhere classified",2025-09-10
T426,Poisoning: Other antiepileptic and sedative-hypnotic drugs,2025-09-10
T427,"Poisoning: Antiepileptic and sedative-hypnotic drugs, unspecified",2025-09-10
T428,Poisoning: Antiparkinsonism drugs and other central muscle-tone depressants,2025-09-10
T43,"Poisoning by psychotropic drugs, not elsewhere classified",2025-09-10
T430,Poisoning: Tricyclic and tetracyclic antidepressants,2025-09-10
T431,Poisoning: Monoamine-oxidase-inhibitor antidepressants,2025-09-10
T432,Poisoning: Other and unspecified antidepressants,2025-09-10
T433,Poisoning: Phenothiazine antipsychotics and neuroleptics,2025-09-10
T434,Poisoning: Butyrophenone and thioxanthene neuroleptics,2025-09-10
T435,Poisoning: Other and unspecified antipsychotics and neuroleptics,2025-09-10
T436,Poisoning: Psychostimulants with abuse potential,2025-09-10
T438,"Poisoning: Other psychotropic drugs, not elsewhere classified",2025-09-10
T439,"Poisoning: Psychotropic drug, unspecified",2025-09-10
T44,Poisoning by drugs primarily affecting the autonomic nervous system,2025-09-10
T440,Poisoning: Anticholinesterase agents,2025-09-10
T441,Poisoning: Other parasympathomimetics [cholinergics],2025-09-10
T442,"Poisoning: Ganglionic blocking drugs, not elsewhere classified",2025-09-10
T443,"Poisoning: Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",2025-09-10
T444,"Poisoning: Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",2025-09-10
T445,"Poisoning: Predominantly beta-adrenoreceptor agonists, not elsewhere classified",2025-09-10
T446,"Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified",2025-09-10
T447,"Poisoning: Beta-adrenoreceptor antagonists, not elsewhere classified",2025-09-10
T448,"Poisoning: Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",2025-09-10
T449,Poisoning: Other and unspecified drugs primarily affecting the autonomic nervous system,2025-09-10
T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified",2025-09-10
T450,Poisoning: Antiallergic and antiemetic drugs,2025-09-10
T451,Poisoning: Antineoplastic and immunosuppressive drugs,2025-09-10
T452,"Poisoning: Vitamins, not elsewhere classified",2025-09-10
T453,"Poisoning: Enzymes, not elsewhere classified",2025-09-10
T454,Poisoning: Iron and its compounds,2025-09-10
T455,Poisoning: Anticoagulants,2025-09-10
T456,Poisoning: Fibrinolysis-affecting drugs,2025-09-10
T457,"Poisoning: Anticoagulant antagonists, vitamin K and other coagulants",2025-09-10
T458,Poisoning: Other primarily systemic and haematological agents,2025-09-10
T459,"Poisoning: Primarily systemic and haematological agent, unspecified",2025-09-10
T46,Poisoning by agents primarily affecting the cardiovascular system,2025-09-10
T460,Poisoning: Cardiac-stimulant glycosides and drugs of similar action,2025-09-10
T461,Poisoning: Calcium-channel blockers,2025-09-10
T462,"Poisoning: Other antidysrhythmic drugs, not elsewhere classified",2025-09-10
T463,"Poisoning: Coronary vasodilators, not elsewhere classified",2025-09-10
T464,Poisoning: Angiotensin-converting-enzyme inhibitors,2025-09-10
T465,"Poisoning: Other antihypertensive drugs, not elsewhere classified",2025-09-10
T466,Poisoning: Antihyperlipidaemic and antiarteriosclerotic drugs,2025-09-10
T467,Poisoning: Peripheral vasodilators,2025-09-10
T468,"Poisoning: Antivaricose drugs, including sclerosing agents",2025-09-10
T469,Poisoning: Other and unspecified agents primarily affecting the cardiovascular system,2025-09-10
T47,Poisoning by agents primarily affecting the gastrointestinal system,2025-09-10
T470,Poisoning: Histamine H2-receptor antagonists,2025-09-10
T471,Poisoning: Other antacids and anti-gastric-secretion drugs,2025-09-10
T472,Poisoning: Stimulant laxatives,2025-09-10
T473,Poisoning: Saline and osmotic laxatives,2025-09-10
T474,Poisoning: Other laxatives,2025-09-10
T475,Poisoning: Digestants,2025-09-10
T476,Poisoning: Antidiarrhoeal drugs,2025-09-10
T477,Poisoning: Emetics,2025-09-10
T478,Poisoning: Other agents primarily affecting the gastrointestinal system,2025-09-10
T479,"Poisoning: Agent primarily affecting the gastrointestinal system, unspecified",2025-09-10
T48,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system,2025-09-10
T480,Poisoning: Oxytocic drugs,2025-09-10
T481,Poisoning: Skeletal muscle relaxants [neuromuscular blocking agents],2025-09-10
T482,Poisoning: Other and unspecified agents primarily acting on muscles,2025-09-10
T483,Poisoning: Antitussives,2025-09-10
T484,Poisoning: Expectorants,2025-09-10
T485,Poisoning: Anti-common-cold drugs,2025-09-10
T486,"Poisoning: Antiasthmatics, not elsewhere classified",2025-09-10
T487,Poisoning: Other and unspecified agents primarily acting on the respiratory system,2025-09-10
T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs",2025-09-10
T490,"Poisoning: Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",2025-09-10
T491,Poisoning: Antipruritics,2025-09-10
T492,Poisoning: Local astringents and local detergents,2025-09-10
T493,"Poisoning: Emollients, demulcents and protectants",2025-09-10
T494,"Poisoning: Keratolytics, keratoplastics and other hair treatment drugs and preparations",2025-09-10
T495,Poisoning: Ophthalmological drugs and preparations,2025-09-10
T496,Poisoning: Otorhinolaryngological drugs and preparations,2025-09-10
T497,"Poisoning: Dental drugs, topically applied",2025-09-10
T498,Poisoning: Other topical agents,2025-09-10
T499,"Poisoning: Topical agent, unspecified",2025-09-10
T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",2025-09-10
T500,Poisoning: Mineralocorticoids and their antagonists,2025-09-10
T501,Poisoning: Loop [high-ceiling] diuretics,2025-09-10
T502,"Poisoning: Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",2025-09-10
T503,"Poisoning: Electrolytic, caloric and water-balance agents",2025-09-10
T504,Poisoning: Drugs affecting uric acid metabolism,2025-09-10
T505,Poisoning: Appetite depressants,2025-09-10
T506,"Poisoning: Antidotes and chelating agents, not elsewhere classified",2025-09-10
T507,Poisoning: Analeptics and opioid receptor antagonists,2025-09-10
T508,Poisoning: Diagnostic agents,2025-09-10
T509,"Poisoning: Other and unspecified drugs, medicaments and biological substances",2025-09-10
T51,Toxic effect of alcohol,2025-09-10
T510,Toxic effect: Ethanol,2025-09-10
T511,Toxic effect: Methanol,2025-09-10
T512,Toxic effect: 2-Propanol,2025-09-10
T513,Toxic effect: Fusel oil,2025-09-10
T518,Toxic effect: Other alcohols,2025-09-10
T519,"Toxic effect: Alcohol, unspecified",2025-09-10
T52,Toxic effect of organic solvents,2025-09-10
T520,Toxic effect: Petroleum products,2025-09-10
T521,Toxic effect: Benzene,2025-09-10
T522,Toxic effect: Homologues of benzene,2025-09-10
T523,Toxic effect: Glycols,2025-09-10
T524,Toxic effect: Ketones,2025-09-10
T528,Toxic effect: Other organic solvents,2025-09-10
T529,"Toxic effect: Organic solvent, unspecified",2025-09-10
T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,2025-09-10
T530,Toxic effect: Carbon tetrachloride,2025-09-10
T531,Toxic effect: Chloroform,2025-09-10
T532,Toxic effect: Trichloroethylene,2025-09-10
T533,Toxic effect: Tetrachloroethylene,2025-09-10
T534,Toxic effect: Dichloromethane,2025-09-10
T535,Toxic effect: Chlorofluorocarbons,2025-09-10
T536,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons,2025-09-10
T537,Toxic effect: Other halogen derivatives of aromatic hydrocarbons,2025-09-10
T539,"Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",2025-09-10
T54,Toxic effect of corrosive substances,2025-09-10
T540,Toxic effect: Phenol and phenol homologues,2025-09-10
T541,Toxic effect: Other corrosive organic compounds,2025-09-10
T542,Toxic effect: Corrosive acids and acid-like substances,2025-09-10
T543,Toxic effect: Corrosive alkalis and alkali-like substances,2025-09-10
T549,"Toxic effect: Corrosive substance, unspecified",2025-09-10
T55,Toxic effect of soaps and detergents,2025-09-10
T56,Toxic effect of metals,2025-09-10
T560,Toxic effect: Lead and its compounds,2025-09-10
T561,Toxic effect: Mercury and its compounds,2025-09-10
T562,Toxic effect: Chromium and its compounds,2025-09-10
T563,Toxic effect: Cadmium and its compounds,2025-09-10
T564,Toxic effect: Copper and its compounds,2025-09-10
T565,Toxic effect: Zinc and its compounds,2025-09-10
T566,Toxic effect: Tin and its compounds,2025-09-10
T567,Toxic effect: Beryllium and its compounds,2025-09-10
T568,Toxic effect: Other metals,2025-09-10
T569,"Toxic effect: Metal, unspecified",2025-09-10
T57,Toxic effect of other inorganic substances,2025-09-10
T570,Toxic effect: Arsenic and its compounds,2025-09-10
T571,Toxic effect: Phosphorus and its compounds,2025-09-10
T572,Toxic effect: Manganese and its compounds,2025-09-10
T573,Toxic effect: Hydrogen cyanide,2025-09-10
T578,Toxic effect: Other specified inorganic substances,2025-09-10
T579,"Toxic effect: Inorganic substance, unspecified",2025-09-10
T58,Toxic effect of carbon monoxide,2025-09-10
T59,"Toxic effect of other gases, fumes and vapours",2025-09-10
T590,Toxic effect: Nitrogen oxides,2025-09-10
T591,Toxic effect: Sulfur dioxide,2025-09-10
T592,Toxic effect: Formaldehyde,2025-09-10
T593,Toxic effect: Lacrimogenic gas,2025-09-10
T594,Toxic effect: Chlorine gas,2025-09-10
T595,Toxic effect: Fluorine gas and hydrogen fluoride,2025-09-10
T596,Toxic effect: Hydrogen sulfide,2025-09-10
T597,Toxic effect: Carbon dioxide,2025-09-10
T598,"Toxic effect: Other specified gases, fumes and vapours",2025-09-10
T599,"Toxic effect: Gases, fumes and vapours, unspecified",2025-09-10
T60,Toxic effect of pesticides,2025-09-10
T600,Toxic effect: Organophosphate and carbamate insecticides,2025-09-10
T601,Toxic effect: Halogenated insecticides,2025-09-10
T602,Toxic effect: Other and unspecified insecticides,2025-09-10
T603,Toxic effect: Herbicides and fungicides,2025-09-10
T604,Toxic effect: Rodenticides,2025-09-10
T608,Toxic effect: Other pesticides,2025-09-10
T609,"Toxic effect: Pesticide, unspecified",2025-09-10
T61,Toxic effect of noxious substances eaten as seafood,2025-09-10
T610,Toxic effect: Ciguatera fish poisoning,2025-09-10
T611,Toxic effect: Scombroid fish poisoning,2025-09-10
T612,Toxic effect: Other fish and shellfish poisoning,2025-09-10
T618,Toxic effect: Toxic effect of other seafoods,2025-09-10
T619,Toxic effect: Toxic effect of unspecified seafood,2025-09-10
T62,Toxic effect of other noxious substances eaten as food,2025-09-10
T620,Toxic effect: Ingested mushrooms,2025-09-10
T621,Toxic effect: Ingested berries,2025-09-10
T622,Toxic effect: Other ingested (parts of) plant(s),2025-09-10
T628,Toxic effect: Other specified noxious substances eaten as food,2025-09-10
T629,"Toxic effect: Noxious substance eaten as food, unspecified",2025-09-10
T63,Toxic effect of contact with venomous animals,2025-09-10
T630,Toxic effect: Snake venom,2025-09-10
T631,Toxic effect: Venom of other reptiles,2025-09-10
T632,Toxic effect: Venom of scorpion,2025-09-10
T633,Toxic effect: Venom of spider,2025-09-10
T634,Toxic effect: Venom of other arthropods,2025-09-10
T635,Toxic effect: Toxic effect of contact with fish,2025-09-10
T636,Toxic effect: Toxic effect of contact with other marine animals,2025-09-10
T638,Toxic effect: Toxic effect of contact with other venomous animals,2025-09-10
T639,Toxic effect: Toxic effect of contact with unspecified venomous animal,2025-09-10
T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,2025-09-10
T65,Toxic effect of other and unspecified substances,2025-09-10
T650,Toxic effect: Cyanides,2025-09-10
T651,Toxic effect: Strychnine and its salts,2025-09-10
T652,Toxic effect: Tobacco and nicotine,2025-09-10
T653,Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues,2025-09-10
T654,Toxic effect: Carbon disulfide,2025-09-10
T655,Toxic effect: Nitroglycerin and other nitric acids and esters,2025-09-10
T656,"Toxic effect: Paints and dyes, not elsewhere classified",2025-09-10
T658,Toxic effect: Toxic effect of other specified substances,2025-09-10
T659,Toxic effect: Toxic effect of unspecified substance,2025-09-10
T66,Unspecified effects of radiation,2025-09-10
T67,Effects of heat and light,2025-09-10
T670,Heatstroke and sunstroke,2025-09-10
T671,Heat syncope,2025-09-10
T672,Heat cramp,2025-09-10
T673,"Heat exhaustion, anhydrotic",2025-09-10
T674,Heat exhaustion due to salt depletion,2025-09-10
T675,"Heat exhaustion, unspecified",2025-09-10
T676,"Heat fatigue, transient",2025-09-10
T677,Heat oedema,2025-09-10
T678,Other effects of heat and light,2025-09-10
T679,"Effect of heat and light, unspecified",2025-09-10
T68,Hypothermia,2025-09-10
T69,Other effects of reduced temperature,2025-09-10
T690,Immersion hand and foot,2025-09-10
T691,Chilblains,2025-09-10
T698,Other specified effects of reduced temperature,2025-09-10
T699,"Effect of reduced temperature, unspecified",2025-09-10
T70,Effects of air pressure and water pressure,2025-09-10
T700,Otitic barotrauma,2025-09-10
T701,Sinus barotrauma,2025-09-10
T702,Other and unspecified effects of high altitude,2025-09-10
T703,Caisson disease [decompression sickness],2025-09-10
T704,Effects of high-pressure fluids,2025-09-10
T708,Other effects of air pressure and water pressure,2025-09-10
T709,"Effect of air pressure and water pressure, unspecified",2025-09-10
T71,Asphyxiation,2025-09-10
T73,Effects of other deprivation,2025-09-10
T730,Effects of hunger,2025-09-10
T731,Effects of thirst,2025-09-10
T732,Exhaustion due to exposure,2025-09-10
T733,Exhaustion due to excessive exertion,2025-09-10
T738,Other effects of deprivation,2025-09-10
T739,"Effect of deprivation, unspecified",2025-09-10
T74,Maltreatment syndromes,2025-09-10
T740,Neglect or abandonment,2025-09-10
T741,Physical abuse,2025-09-10
T742,Sexual abuse,2025-09-10
T743,Psychological abuse,2025-09-10
T748,Other maltreatment syndromes,2025-09-10
T749,"Maltreatment syndrome, unspecified",2025-09-10
T75,Effects of other external causes,2025-09-10
T750,Effects of lightning,2025-09-10
T751,Drowning and nonfatal submersion,2025-09-10
T752,Effects of vibration,2025-09-10
T753,Motion sickness,2025-09-10
T754,Effects of electric current,2025-09-10
T758,Other specified effects of other external causes,2025-09-10
T76,Unspecified effects of external causes,2025-09-10
T78,"Adverse effects, not elsewhere classified",2025-09-10
T780,Anaphylactic shock due to adverse food reaction,2025-09-10
T781,"Other adverse food reactions, not elsewhere classified",2025-09-10
T782,"Anaphylactic shock, unspecified",2025-09-10
T783,Angioneurotic oedema,2025-09-10
T784,"Allergy, unspecified",2025-09-10
T788,"Other adverse effects, not elsewhere classified",2025-09-10
T789,"Adverse effect, unspecified",2025-09-10
T79,"Certain early complications of trauma, not elsewhere classified",2025-09-10
T790,Air embolism (traumatic),2025-09-10
T791,Fat embolism (traumatic),2025-09-10
T792,Traumatic secondary and recurrent haemorrhage,2025-09-10
T793,"Post-traumatic wound infection, not elsewhere classified",2025-09-10
T794,Traumatic shock,2025-09-10
T795,Traumatic anuria,2025-09-10
T796,Traumatic ischaemia of muscle,2025-09-10
T797,Traumatic subcutaneous emphysema,2025-09-10
T798,Other early complications of trauma,2025-09-10
T799,Unspecified early complication of trauma,2025-09-10
T80,"Complications following infusion, transfusion and therapeutic injection",2025-09-10
T800,"Air embolism following infusion, transfusion and therapeutic injection",2025-09-10
T801,"Vascular complications following infusion, transfusion and therapeutic injection",2025-09-10
T802,"Infections following infusion, transfusion and therapeutic injection",2025-09-10
T803,ABO incompatibility reaction,2025-09-10
T804,Rh incompatibility reaction,2025-09-10
T805,Anaphylactic shock due to serum,2025-09-10
T806,Other serum reactions,2025-09-10
T808,"Other complications following infusion, transfusion and therapeutic injection",2025-09-10
T809,"Unspecified complication following infusion, transfusion and therapeutic injection",2025-09-10
T81,"Complications of procedures, not elsewhere classified",2025-09-10
T810,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",2025-09-10
T811,"Shock during or resulting from a procedure, not elsewhere classified",2025-09-10
T812,"Accidental puncture and laceration during a procedure, not elsewhere classified",2025-09-10
T813,"Disruption of operation wound, not elsewhere classified",2025-09-10
T814,"Infection following a procedure, not elsewhere classified",2025-09-10
T815,Foreign body accidentally left in body cavity or operation wound following a procedure,2025-09-10
T816,Acute reaction to foreign substance accidentally left during a procedure,2025-09-10
T817,"Vascular complications following a procedure, not elsewhere classified",2025-09-10
T818,"Other complications of procedures, not elsewhere classified",2025-09-10
T819,Unspecified complication of procedure,2025-09-10
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts",2025-09-10
T820,Mechanical complication of heart valve prosthesis,2025-09-10
T821,Mechanical complication of cardiac electronic device,2025-09-10
T822,Mechanical complication of coronary artery bypass and valve grafts,2025-09-10
T823,Mechanical complication of other vascular grafts,2025-09-10
T824,Mechanical complication of vascular dialysis catheter,2025-09-10
T825,Mechanical complication of other cardiac and vascular devices and implants,2025-09-10
T826,Infection and inflammatory reaction due to cardiac valve prosthesis,2025-09-10
T827,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",2025-09-10
T828,"Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",2025-09-10
T829,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft",2025-09-10
T83,"Complications of genitourinary prosthetic devices, implants and grafts",2025-09-10
T830,Mechanical complication of urinary (indwelling) catheter,2025-09-10
T831,Mechanical complication of other urinary devices and implants,2025-09-10
T832,Mechanical complication of graft of urinary organ,2025-09-10
T833,Mechanical complication of intrauterine contraceptive device,2025-09-10
T834,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",2025-09-10
T835,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",2025-09-10
T836,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",2025-09-10
T838,"Other complications of genitourinary prosthetic devices, implants and grafts",2025-09-10
T839,"Unspecified complication of genitourinary prosthetic device, implant and graft",2025-09-10
T84,"Complications of internal orthopaedic prosthetic devices, implants and grafts",2025-09-10
T840,Mechanical complication of internal joint prosthesis,2025-09-10
T841,Mechanical complication of internal fixation device of bones of limb,2025-09-10
T842,Mechanical complication of internal fixation device of other bones,2025-09-10
T843,"Mechanical complication of other bone devices, implants and grafts",2025-09-10
T844,"Mechanical complication of other internal orthopaedic devices, implants and grafts",2025-09-10
T845,Infection and inflammatory reaction due to internal joint prosthesis,2025-09-10
T846,Infection and inflammatory reaction due to internal fixation device [any site],2025-09-10
T847,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",2025-09-10
T848,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",2025-09-10
T849,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",2025-09-10
T85,"Complications of other internal prosthetic devices, implants and grafts",2025-09-10
T850,Mechanical complication of ventricular intracranial (communicating) shunt,2025-09-10
T851,Mechanical complication of implanted electronic stimulator of nervous system,2025-09-10
T852,Mechanical complication of intraocular lens,2025-09-10
T853,"Mechanical complication of other ocular prosthetic devices, implants and grafts",2025-09-10
T854,Mechanical complication of breast prosthesis and implant,2025-09-10
T855,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",2025-09-10
T856,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",2025-09-10
T857,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",2025-09-10
T858,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",2025-09-10
T859,"Unspecified complication of internal prosthetic device, implant and graft",2025-09-10
T86,Failure and rejection of transplanted organs and tissues,2025-09-10
T860,Bone-marrow transplant rejection,2025-09-10
T861,Kidney transplant failure and rejection,2025-09-10
T862,Heart transplant failure and rejection,2025-09-10
T863,Heart-lung transplant failure and rejection,2025-09-10
T864,Liver transplant failure and rejection,2025-09-10
T868,Failure and rejection of other transplanted organs and tissues,2025-09-10
T869,Failure and rejection of unspecified transplanted organ and tissue,2025-09-10
T87,Complications peculiar to reattachment and amputation,2025-09-10
T870,Complications of reattached (part of) upper extremity,2025-09-10
T871,Complications of reattached (part of) lower extremity,2025-09-10
T872,Complications of other reattached body part,2025-09-10
T873,Neuroma of amputation stump,2025-09-10
T874,Infection of amputation stump,2025-09-10
T875,Necrosis of amputation stump,2025-09-10
T876,Other and unspecified complications of amputation stump,2025-09-10
T88,"Other complications of surgical and medical care, not elsewhere classified",2025-09-10
T880,Infection following immunization,2025-09-10
T881,"Other complications following immunization, not elsewhere classified",2025-09-10
T882,Shock due to anaesthesia,2025-09-10
T883,Malignant hyperthermia due to anaesthesia,2025-09-10
T884,Failed or difficult intubation,2025-09-10
T885,Other complications of anaesthesia,2025-09-10
T886,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,2025-09-10
T887,Unspecified adverse effect of drug or medicament,2025-09-10
T888,"Other specified complications of surgical and medical care, not elsewhere classified",2025-09-10
T889,"Complication of surgical and medical care, unspecified",2025-09-10
T90,Sequelae of injuries of head,2025-09-10
T900,Sequelae of superficial injury of head,2025-09-10
T901,Sequelae of open wound of head,2025-09-10
T902,Sequelae of fracture of skull and facial bones,2025-09-10
T903,Sequelae of injury of cranial nerves,2025-09-10
T904,Sequelae of injury of eye and orbit,2025-09-10
T905,Sequelae of intracranial injury,2025-09-10
T908,Sequelae of other specified injuries of head,2025-09-10
T909,Sequelae of unspecified injury of head,2025-09-10
T91,Sequelae of injuries of neck and trunk,2025-09-10
T910,Sequelae of superficial injury and open wound of neck and trunk,2025-09-10
T911,Sequelae of fracture of spine,2025-09-10
T912,Sequelae of other fracture of thorax and pelvis,2025-09-10
T913,Sequelae of injury of spinal cord,2025-09-10
T914,Sequelae of injury of intrathoracic organs,2025-09-10
T915,Sequelae of injury of intra-abdominal and pelvic organs,2025-09-10
T918,Sequelae of other specified injuries of neck and trunk,2025-09-10
T919,Sequelae of unspecified injury of neck and trunk,2025-09-10
T92,Sequelae of injuries of upper limb,2025-09-10
T920,Sequelae of open wound of upper limb,2025-09-10
T921,Sequelae of fracture of arm,2025-09-10
T922,Sequelae of fracture at wrist and hand level,2025-09-10
T923,"Sequelae of dislocation, sprain and strain of upper limb",2025-09-10
T924,Sequelae of injury of nerve of upper limb,2025-09-10
T925,Sequelae of injury of muscle and tendon of upper limb,2025-09-10
T926,Sequelae of crushing injury and traumatic amputation of upper limb,2025-09-10
T928,Sequelae of other specified injuries of upper limb,2025-09-10
T929,Sequelae of unspecified injury of upper limb,2025-09-10
T93,Sequelae of injuries of lower limb,2025-09-10
T930,Sequelae of open wound of lower limb,2025-09-10
T931,Sequelae of fracture of femur,2025-09-10
T932,Sequelae of other fractures of lower limb,2025-09-10
T933,"Sequelae of dislocation, sprain and strain of lower limb",2025-09-10
T934,Sequelae of injury of nerve of lower limb,2025-09-10
T935,Sequelae of injury of muscle and tendon of lower limb,2025-09-10
T936,Sequelae of crushing injury and traumatic amputation of lower limb,2025-09-10
T938,Sequelae of other specified injuries of lower limb,2025-09-10
T939,Sequelae of unspecified injury of lower limb,2025-09-10
T94,Sequelae of injuries involving multiple and unspecified body regions,2025-09-10
T940,Sequelae of injuries involving multiple body regions,2025-09-10
T941,"Sequelae of injuries, not specified by body region",2025-09-10
T95,"Sequelae of burns, corrosions and frostbite",2025-09-10
T950,"Sequelae of burn, corrosion and frostbite of head and neck",2025-09-10
T951,"Sequelae of burn, corrosion and frostbite of trunk",2025-09-10
T952,"Sequelae of burn, corrosion and frostbite of upper limb",2025-09-10
T953,"Sequelae of burn, corrosion and frostbite of lower limb",2025-09-10
T954,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,2025-09-10
T958,"Sequelae of other specified burn, corrosion and frostbite",2025-09-10
T959,"Sequelae of unspecified burn, corrosion and frostbite",2025-09-10
T96,"Sequelae of poisoning by drugs, medicaments and biological substances",2025-09-10
T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,2025-09-10
T98,Sequelae of other and unspecified effects of external causes,2025-09-10
T980,Sequelae of effects of foreign body entering through natural orifice,2025-09-10
T981,Sequelae of other and unspecified effects of external causes,2025-09-10
T982,Sequelae of certain early complications of trauma,2025-09-10
T983,"Sequelae of complications of surgical and medical care, not elsewhere classified",2025-09-10
V01,Pedestrian injured in collision with pedal cycle,2025-09-10
V010,Pedestrian injured in collision with pedal cycle: Nontraffic accident,2025-09-10
V011,Pedestrian injured in collision with pedal cycle: Traffic accident,2025-09-10
V019,Pedestrian injured in collision with pedal cycle: Unspecified whether traffic or nontraffic accident,2025-09-10
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,2025-09-10
V020,Pedestrian injured in collision with two- or three-wheeled motor vehicle: Nontraffic accident,2025-09-10
V021,Pedestrian injured in collision with two- or three-wheeled motor vehicle: Traffic accident,2025-09-10
V029,Pedestrian injured in collision with two- or three-wheeled motor vehicle: Unspecified whether traffic or nontraffic accident,2025-09-10
V03,"Pedestrian injured in collision with car, pick-up truck or van",2025-09-10
V030,"Pedestrian injured in collision with car, pick-up truck or van: Nontraffic accident",2025-09-10
V031,"Pedestrian injured in collision with car, pick-up truck or van: Traffic accident",2025-09-10
V039,"Pedestrian injured in collision with car, pick-up truck or van: Unspecified whether traffic or nontraffic accident",2025-09-10
V04,Pedestrian injured in collision with heavy transport vehicle or bus,2025-09-10
V040,Pedestrian injured in collision with heavy transport vehicle or bus: Nontraffic accident,2025-09-10
V041,Pedestrian injured in collision with heavy transport vehicle or bus: Traffic accident,2025-09-10
V049,Pedestrian injured in collision with heavy transport vehicle or bus: Unspecified whether traffic or nontraffic accident,2025-09-10
V05,Pedestrian injured in collision with railway train or railway vehicle,2025-09-10
V050,Pedestrian injured in collision with railway train or railway vehicle: Nontraffic accident,2025-09-10
